EdgeNum	OrgID	targetID	Obs_In	slope	r_sq	adj_r_sq	p_val	fdr_p_value	sumtomax	stm_rsqadj	Sub_Support
64	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora"	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__unidentified"	Ftradtaxa_Ftradtaxa	0.641741769	0.622226817	0.616502981	1.38E-15	6.02E-13	6.475694444	3.992284928	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora"
65	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Vuilleminia"	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__unidentified"	Ftradtaxa_Ftradtaxa	0.624440019	0.628983534	0.623362072	7.54E-16	3.30E-13	6.18125	3.853156809	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Vuilleminia"
66	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora"	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Vuilleminia"	Ftradtaxa_Ftradtaxa	0.745646254	0.542324447	0.535389969	8.25E-13	3.61E-10	6.544444444	3.503829906	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora"
67	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Phoma"	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae sedis;g__Cadophora"	Ftradtaxa_Ftradtaxa	0.779822248	0.467466289	0.459397597	1.31E-10	5.75E-08	11.7393617	5.393034552	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Phoma"
68	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae sedis;g__Cadophora"	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala"	Ftradtaxa_Ftradtaxa	0.738602936	0.362891705	0.353238549	5.48E-08	2.40E-05	8.702677225	3.074121078	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae sedis;g__Cadophora"
69	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Venturiaceae;g__Venturia"	Ftradtaxa_Ftradtaxa	0.619962096	0.400645917	0.391564795	6.98E-09	3.06E-06	7.710540254	3.019176111	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia"
70	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unidentified;g__unidentified"	"k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified"	Ftradtaxa_Ftradtaxa	0.218065134	0.397435997	0.388306239	8.35E-09	3.66E-06	7.930232558	3.079358779	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unidentified;g__unidentified"
71	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unidentified;g__unidentified"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	Ftradtaxa_Ftradtaxa	0.219454186	0.388423111	0.379156794	1.38E-08	6.04E-06	10.30888031	3.908682011	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unidentified;g__unidentified"
72	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	BV5taxa_BV5taxa	0.501801093	0.349538896	0.339683425	1.11E-07	5.59E-05	8.866666667	3.011859699	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium"
73	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	BV5taxa_Ftradtaxa	0.247039846	0.43208292	0.423478116	1.14E-09	5.75E-07	8.061261261	3.41376773	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium"
74	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium"	"k__Fungi;Other;Other;Other;Other;Other"	BV5taxa_FITS2taxa	0.474750204	0.332239216	0.319397662	5.09E-06	0.002568244	12.48892419	3.988933191	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium"
75	"k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;Other"	"k__Fungi;Other;Other;Other;Other;Other"	BV5taxa_FITS2taxa	-0.334171266	-0.266859527	-0.252760672	6.36E-05	0.0321355	12.60456647	3.185938688	"k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;Other"
76	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas"	BV5taxa_BV5taxa	-0.551469368	-0.200905508	-0.188798016	0.000126542	0.063903638	17.47881942	3.299966425	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other"
77	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other"	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Dioszegia"	BV5taxa_Ftradtaxa	-0.644342771	-0.297683409	-0.287042248	1.50E-06	0.000756051	11.74962189	3.372637884	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other"
78	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	BV5taxa_BV5taxa	0.533902346	0.381839126	0.372473052	1.98E-08	9.99E-06	9.844444444	3.666790264	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__"
79	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Nevskia"	"k__Fungi;p__Ascomycota;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.385831475	0.369509448	0.359956561	3.85E-08	1.95E-05	8.894607843	3.201672452	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Nevskia"
80	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Nevskia"	BV5taxa_BV5taxa	0.707662925	0.493540765	0.48586714	2.44E-11	1.23E-08	7.31092437	3.552137914	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"
81	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Nevskia"	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Dioszegia"	BV5taxa_Ftradtaxa	-0.440332842	-0.340654085	-0.330663996	1.75E-07	8.85E-05	13.41563098	4.436066142	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Nevskia"
82	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	BV5taxa_BV5taxa	0.615339036	0.346652952	0.336753754	1.29E-07	6.49E-05	9.5	3.199160663	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas"
83	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium"	BV5taxa_Ftradtaxa	0.786345624	0.458698591	0.450497054	2.27E-10	1.15E-07	6.777777778	3.053368924	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
84	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Dioszegia"	BV5taxa_Ftradtaxa	-0.487229814	-0.238124581	-0.226581014	2.43E-05	0.012276604	13.90174209	3.149870814	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
85	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	BV5taxa_Ftradtaxa	0.397253472	0.409449856	0.400502127	4.24E-09	2.14E-06	9.039039039	3.620154357	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
86	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Udeniomyces"	BV5taxa_Ftradtaxa	-0.449189545	-0.274521235	-0.263529132	4.53E-06	0.002288852	13.60956933	3.586517994	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
87	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified"	BV5taxa_Ftradtaxa	0.433628714	0.505567092	0.498075684	1.09E-11	5.51E-09	6.660391288	3.317378946	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
88	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	BV5taxa_BV5taxa	0.798888607	0.32466614	0.314433809	3.95E-07	0.000199428	9.844444444	3.09542616	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
89	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	"k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Protomyces"	BV5taxa_Ftradtaxa	-0.414851947	-0.40070674	-0.391626539	6.95E-09	3.51E-06	8.278130885	3.241935747	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"
90	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.643349327	0.55117507	0.544374693	4.30E-13	2.17E-10	10.17105263	5.53686365	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__"
91	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other;Other"	BV5taxa_BV5taxa	0.906217966	0.322027923	0.311755619	4.51E-07	0.000227665	12.45348837	3.88244497	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
92	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__"	BV5taxa_BV5taxa	0.741026838	0.383396026	0.374053541	1.82E-08	9.17E-06	10.42967885	3.901258307	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
93	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__"	BV5taxa_BV5taxa	1.082493864	0.478429774	0.470527195	6.53E-11	3.30E-08	9.286821705	4.36970217	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
94	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.605063262	0.52493676	0.517738832	2.87E-12	1.45E-09	11.30263158	5.851811269	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
95	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Terracoccus"	BV5taxa_BV5taxa	0.477115041	0.634887917	0.629355915	4.42E-16	2.23E-13	9.003697577	5.66653033	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
96	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Fungi;Other;Other;Other;Other;Other"	BV5taxa_FITS2taxa	0.348830866	0.311084389	0.297836012	1.18E-05	0.005952443	14.38266638	4.283675991	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
97	"k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.558720896	0.499552905	0.491970373	1.64E-11	8.26E-09	11.66176471	5.73724273	"k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__"
98	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.539266082	0.440537384	0.432060678	6.87E-10	3.47E-07	14.02083333	6.057850753	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
99	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__"	BV5taxa_BV5taxa	0.912039528	0.442092038	0.433638887	6.26E-10	3.16E-07	10.20348837	4.424629342	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
100	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Albuginales;f__Albuginaceae;g__Albugo"	BV5taxa_Otradtaxa	-0.237994407	-0.24054576	-0.228861848	2.52E-05	0.012713841	14.98126939	3.428641001	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
101	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;Other"	BV5taxa_BV5taxa	0.599685779	0.420495351	0.411714977	2.24E-09	1.13E-06	7.875329914	3.242391277	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
102	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira"	BV5taxa_BV5taxa	0.959629511	0.383014589	0.373666325	1.85E-08	9.37E-06	8.036821705	3.003089633	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
103	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.552973932	0.447732513	0.439364824	4.45E-10	2.25E-07	9.980769231	4.385198915	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__"
104	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified"	BV5taxa_Ftradtaxa	0.461014819	0.544055711	0.537147464	7.27E-13	3.67E-10	8.669435216	4.656765144	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
105	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.635013144	0.400806119	0.391727424	6.91E-09	3.49E-06	13.45149254	5.269318522	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__"
106	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Dioszegia"	BV5taxa_Ftradtaxa	-0.465688525	-0.207108756	-0.195095252	9.65E-05	0.048752066	15.91078601	3.104118809	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
107	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;Other"	BV5taxa_BV5taxa	0.74988781	0.543016108	0.53609211	7.85E-13	3.96E-10	9.692618807	5.196136467	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
108	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas"	BV5taxa_BV5taxa	1.086572088	0.543841007	0.536929507	7.39E-13	3.73E-10	8.596345515	4.615631559	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
109	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Fungi;p__Ascomycota;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.533112947	0.38346404	0.374122587	1.81E-08	9.14E-06	11.38976288	4.261167549	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
110	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.47234097	0.396858151	0.387719638	8.63E-09	4.36E-06	15.20945946	5.897006122	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"
111	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	BV5taxa_Ftradtaxa	0.442534182	0.483759864	0.475938044	4.63E-11	2.34E-08	11.04808297	5.258202996	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
112	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Kribbella"	BV5taxa_BV5taxa	0.852542363	0.35923152	0.349522906	6.66E-08	3.36E-05	10.32848837	3.610043275	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
113	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.479142917	0.434455749	0.425886897	9.89E-10	4.99E-07	13.88636364	5.914020314	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium"
114	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__;g__"	BV5taxa_BV5taxa	0.975041219	0.278766412	0.267838631	3.71E-06	0.001872743	13.45348837	3.603363903	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
115	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.720041506	0.427099135	0.418418819	1.53E-09	7.71E-07	7.987903226	3.342289035	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
116	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__"	BV5taxa_BV5taxa	0.582495542	0.437406137	0.428881987	8.29E-10	4.19E-07	7.665609584	3.287641872	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
117	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.714996691	0.477112927	0.469190396	7.11E-11	3.59E-08	9.372093023	4.397296033	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces"
118	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified"	BV5taxa_Ftradtaxa	0.735279528	0.427419169	0.418743702	1.50E-09	7.57E-07	7.180761099	3.006898484	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
119	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__"	BV5taxa_BV5taxa	0.813943751	0.404593289	0.395571975	5.58E-09	2.82E-06	11.06063123	4.375275744	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"
120	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.997703491	0.599727819	0.593663089	9.44E-15	4.77E-12	10.91666667	6.480822056	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium"
121	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.517318173	0.44565203	0.437252818	5.05E-10	2.55E-07	12.75	5.574973431	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"
